,datetime,usage
30996,20160304T10-06,34150
30997,20160304T09-06,34194
30998,20160304T08-06,34662
30999,20160304T07-06,33690
31000,20160304T06-06,29628
31001,20160304T05-06,27146
31002,20160304T04-06,26297
31003,20160304T03-06,26221
31004,20160304T02-06,26668
31005,20160304T01-06,27667
31006,20160304T00-06,29491
31007,20160303T23-06,32361
31008,20160303T22-06,35078
31009,20160303T21-06,36952
31010,20160303T20-06,38109
31011,20160303T19-06,37704
31012,20160303T18-06,37815
31013,20160303T17-06,38392
31014,20160303T16-06,38372
31015,20160303T15-06,38070
31016,20160303T14-06,37370
31017,20160303T13-06,36679
31018,20160303T12-06,36201
31019,20160303T11-06,35508
31020,20160303T10-06,34698
31021,20160303T09-06,33962
31022,20160303T08-06,33584
31023,20160303T07-06,32597
31024,20160303T06-06,28833
31025,20160303T05-06,26690
31026,20160303T04-06,26113
31027,20160303T03-06,26219
31028,20160303T02-06,26812
31029,20160303T01-06,27851
31030,20160303T00-06,29704
31031,20160302T23-06,32305
31032,20160302T22-06,34752
31033,20160302T21-06,36376
31034,20160302T20-06,37010
31035,20160302T19-06,36007
31036,20160302T18-06,35040
31037,20160302T17-06,35023
31038,20160302T16-06,35000
31039,20160302T15-06,34836
31040,20160302T14-06,34725
31041,20160302T13-06,34525
31042,20160302T12-06,34569
31043,20160302T11-06,34721
31044,20160302T10-06,34803
31045,20160302T09-06,34921
31046,20160302T08-06,35408
31047,20160302T07-06,34369
31048,20160302T06-06,30136
31049,20160302T05-06,27709
31050,20160302T04-06,26827
31051,20160302T03-06,26786
31052,20160302T02-06,27124
31053,20160302T01-06,28106
31054,20160302T00-06,29835
31055,20160301T23-06,32567
31056,20160301T22-06,35300
31057,20160301T21-06,36936
31058,20160301T20-06,37627
31059,20160301T19-06,36780
31060,20160301T18-06,36390
31061,20160301T17-06,36565
31062,20160301T16-06,36549
31063,20160301T15-06,36650
31064,20160301T14-06,36456
31065,20160301T13-06,35864
31066,20160301T12-06,35444
31067,20160301T11-06,34804
31068,20160301T10-06,34212
31069,20160301T09-06,33475
31070,20160301T08-06,33200
31071,20160301T07-06,32186
31072,20160301T06-06,28472
31073,20160301T05-06,26445
31074,20160301T04-06,25897
31075,20160301T03-06,26015
31076,20160301T02-06,26602
31077,20160301T01-06,27727
31078,20160301T00-06,29736
31079,20160229T23-06,32542
31080,20160229T22-06,35312
31081,20160229T21-06,37059
31082,20160229T20-06,37958
31083,20160229T19-06,37079
31084,20160229T18-06,36362
31085,20160229T17-06,36514
31086,20160229T16-06,36465
31087,20160229T15-06,36277
31088,20160229T14-06,35876
31089,20160229T13-06,35324
31090,20160229T12-06,34952
31091,20160229T11-06,34552
31092,20160229T10-06,34047
31093,20160229T09-06,33536
31094,20160229T08-06,33448
31095,20160229T07-06,32297
31096,20160229T06-06,28458
31097,20160229T05-06,26120
31098,20160229T04-06,25409
31099,20160229T03-06,25385
31100,20160229T02-06,25721
31101,20160229T01-06,26668
31102,20160229T00-06,28359
31103,20160228T23-06,30789
31104,20160228T22-06,32946
31105,20160228T21-06,34344
31106,20160228T20-06,35008
31107,20160228T19-06,33656
31108,20160228T18-06,32211
31109,20160228T17-06,31672
31110,20160228T16-06,31387
31111,20160228T15-06,31288
31112,20160228T14-06,31260
31113,20160228T13-06,31263
31114,20160228T12-06,31175
31115,20160228T11-06,31201
31116,20160228T10-06,30904
31117,20160228T09-06,29903
31118,20160228T08-06,28601
31119,20160228T07-06,27882
31120,20160228T06-06,26962
31121,20160228T05-06,26401
31122,20160228T04-06,26237
31123,20160228T03-06,26379
31124,20160228T02-06,26838
31125,20160228T01-06,27630
31126,20160228T00-06,28954
31127,20160227T23-06,30541
31128,20160227T22-06,31827
31129,20160227T21-06,32610
31130,20160227T20-06,33071
31131,20160227T19-06,32063
31132,20160227T18-06,31095
31133,20160227T17-06,31034
31134,20160227T16-06,30936
31135,20160227T15-06,30945
31136,20160227T14-06,31211
31137,20160227T13-06,31811
31138,20160227T12-06,32534
31139,20160227T11-06,33394
31140,20160227T10-06,34328
31141,20160227T09-06,35055
31142,20160227T08-06,34903
31143,20160227T07-06,33816
31144,20160227T06-06,32029
31145,20160227T05-06,30769
31146,20160227T04-06,30169
31147,20160227T03-06,29961
31148,20160227T02-06,30057
31149,20160227T01-06,30608
31150,20160227T00-06,31629
31151,20160226T23-06,33054
31152,20160226T22-06,34233
31153,20160226T21-06,34842
31154,20160226T20-06,35084
31155,20160226T19-06,33920
31156,20160226T18-06,32575
31157,20160226T17-06,32524
31158,20160226T16-06,32747
31159,20160226T15-06,33158
31160,20160226T14-06,33763
31161,20160226T13-06,34504
31162,20160226T12-06,35626
31163,20160226T11-06,36912
31164,20160226T10-06,38241
31165,20160226T09-06,39958
31166,20160226T08-06,41970
31167,20160226T07-06,41135
31168,20160226T06-06,36480
31169,20160226T05-06,33231
31170,20160226T04-06,31788
31171,20160226T03-06,31142
31172,20160226T02-06,30972
31173,20160226T01-06,31218
31174,20160226T00-06,32275
31175,20160225T23-06,34242
31176,20160225T22-06,36166
31177,20160225T21-06,37170
31178,20160225T20-06,37293
31179,20160225T19-06,35672
31180,20160225T18-06,33916
31181,20160225T17-06,33601
31182,20160225T16-06,33587
31183,20160225T15-06,33861
31184,20160225T14-06,34319
31185,20160225T13-06,34721
31186,20160225T12-06,35517
31187,20160225T11-06,36610
31188,20160225T10-06,37741
31189,20160225T09-06,39348
31190,20160225T08-06,41500
31191,20160225T07-06,40908
31192,20160225T06-06,36283
31193,20160225T05-06,33144
31194,20160225T04-06,31920
31195,20160225T03-06,31472
31196,20160225T02-06,31445
31197,20160225T01-06,31839
31198,20160225T00-06,32901
31199,20160224T23-06,34863
31200,20160224T22-06,36779
31201,20160224T21-06,37558
31202,20160224T20-06,37409
31203,20160224T19-06,35750
31204,20160224T18-06,33876
31205,20160224T17-06,33532
31206,20160224T16-06,33606
31207,20160224T15-06,34189
31208,20160224T14-06,34948
31209,20160224T13-06,35721
31210,20160224T12-06,36769
31211,20160224T11-06,37774
31212,20160224T10-06,38657
31213,20160224T09-06,39689
31214,20160224T08-06,41348
31215,20160224T07-06,40609
31216,20160224T06-06,35901
31217,20160224T05-06,32872
31218,20160224T04-06,31719
31219,20160224T03-06,31542
31220,20160224T02-06,31779
31221,20160224T01-06,32466
31222,20160224T00-06,34067
31223,20160223T23-06,36523
31224,20160223T22-06,39171
31225,20160223T21-06,40706
31226,20160223T20-06,41105
31227,20160223T19-06,40286
31228,20160223T18-06,38584
31229,20160223T17-06,37920
31230,20160223T16-06,37636
31231,20160223T15-06,37380
31232,20160223T14-06,37404
31233,20160223T13-06,37167
31234,20160223T12-06,36729
31235,20160223T11-06,36057
31236,20160223T10-06,35334
31237,20160223T09-06,34643
31238,20160223T08-06,34579
31239,20160223T07-06,33076
31240,20160223T06-06,29159
31241,20160223T05-06,27007
31242,20160223T04-06,26338
31243,20160223T03-06,26307
31244,20160223T02-06,26765
31245,20160223T01-06,27686
31246,20160223T00-06,29440
31247,20160222T23-06,32017
31248,20160222T22-06,34591
31249,20160222T21-06,36185
31250,20160222T20-06,36936
31251,20160222T19-06,36291
31252,20160222T18-06,34865
31253,20160222T17-06,34640
31254,20160222T16-06,34613
31255,20160222T15-06,34686
31256,20160222T14-06,34751
31257,20160222T13-06,34661
31258,20160222T12-06,34673
31259,20160222T11-06,34586
31260,20160222T10-06,34221
31261,20160222T09-06,33719
31262,20160222T08-06,33708
31263,20160222T07-06,32302
31264,20160222T06-06,28483
31265,20160222T05-06,26407
31266,20160222T04-06,25725
31267,20160222T03-06,25756
31268,20160222T02-06,26245
31269,20160222T01-06,27274
31270,20160222T00-06,29030
31271,20160221T23-06,31552
31272,20160221T22-06,33834
31273,20160221T21-06,35241
31274,20160221T20-06,36024
31275,20160221T19-06,35503
31276,20160221T18-06,33961
31277,20160221T17-06,33326
31278,20160221T16-06,33175
31279,20160221T15-06,33156
31280,20160221T14-06,33129
31281,20160221T13-06,33028
31282,20160221T12-06,32731
31283,20160221T11-06,31973
31284,20160221T10-06,30754
31285,20160221T09-06,29022
31286,20160221T08-06,27331
31287,20160221T07-06,26621
31288,20160221T06-06,25865
31289,20160221T05-06,25610
31290,20160221T04-06,25785
31291,20160221T03-06,26253
31292,20160221T02-06,27004
31293,20160221T01-06,28279
31294,20160221T00-06,30067
31295,20160220T23-06,32026
31296,20160220T22-06,33637
31297,20160220T21-06,34799
31298,20160220T20-06,35656
31299,20160220T19-06,35434
31300,20160220T18-06,34634
31301,20160220T17-06,34871
31302,20160220T16-06,35001
31303,20160220T15-06,34841
31304,20160220T14-06,34632
31305,20160220T13-06,34479
31306,20160220T12-06,34096
31307,20160220T11-06,33583
31308,20160220T10-06,32535
31309,20160220T09-06,30914
31310,20160220T08-06,29244
31311,20160220T07-06,28172
31312,20160220T06-06,26970
31313,20160220T05-06,26507
31314,20160220T04-06,26539
31315,20160220T03-06,26942
31316,20160220T02-06,27725
31317,20160220T01-06,29002
31318,20160220T00-06,30859
31319,20160219T23-06,33051
31320,20160219T22-06,34894
31321,20160219T21-06,36227
31322,20160219T20-06,37236
31323,20160219T19-06,37292
31324,20160219T18-06,37210
31325,20160219T17-06,37813
31326,20160219T16-06,37843
31327,20160219T15-06,37742
31328,20160219T14-06,37227
31329,20160219T13-06,36277
31330,20160219T12-06,35627
31331,20160219T11-06,35025
31332,20160219T10-06,34237
31333,20160219T09-06,33525
31334,20160219T08-06,33409
31335,20160219T07-06,32270
31336,20160219T06-06,28650
31337,20160219T05-06,26702
31338,20160219T04-06,26245
31339,20160219T03-06,26439
31340,20160219T02-06,27066
31341,20160219T01-06,28147
31342,20160219T00-06,29996
31343,20160218T23-06,32648
31344,20160218T22-06,35072
31345,20160218T21-06,36591
31346,20160218T20-06,37341
31347,20160218T19-06,36779
31348,20160218T18-06,35903
31349,20160218T17-06,36110
31350,20160218T16-06,35890
31351,20160218T15-06,35698
31352,20160218T14-06,35456
31353,20160218T13-06,35062
31354,20160218T12-06,34951
31355,20160218T11-06,35020
31356,20160218T10-06,34949
31357,20160218T09-06,35054
31358,20160218T08-06,35550
31359,20160218T07-06,34580
31360,20160218T06-06,30458
31361,20160218T05-06,27905
31362,20160218T04-06,27026
31363,20160218T03-06,26901
31364,20160218T02-06,27164
31365,20160218T01-06,27860
31366,20160218T00-06,29447
31367,20160217T23-06,32118
31368,20160217T22-06,34558
31369,20160217T21-06,36053
31370,20160217T20-06,36610
31371,20160217T19-06,35796
31372,20160217T18-06,34450
31373,20160217T17-06,34680
31374,20160217T16-06,34697
31375,20160217T15-06,34536
31376,20160217T14-06,34533
31377,20160217T13-06,34489
31378,20160217T12-06,34655
31379,20160217T11-06,34949
31380,20160217T10-06,35276
31381,20160217T09-06,35913
31382,20160217T08-06,36925
31383,20160217T07-06,35804
31384,20160217T06-06,31280
31385,20160217T05-06,28503
31386,20160217T04-06,27415
31387,20160217T03-06,27138
31388,20160217T02-06,27277
31389,20160217T01-06,27938
31390,20160217T00-06,29475
31391,20160216T23-06,31978
31392,20160216T22-06,34469
31393,20160216T21-06,36198
31394,20160216T20-06,37044
31395,20160216T19-06,36470
31396,20160216T18-06,35421
31397,20160216T17-06,35488
31398,20160216T16-06,35314
31399,20160216T15-06,35106
31400,20160216T14-06,34863
31401,20160216T13-06,34634
31402,20160216T12-06,34589
31403,20160216T11-06,34740
31404,20160216T10-06,34996
31405,20160216T09-06,35628
31406,20160216T08-06,36624
31407,20160216T07-06,35610
31408,20160216T06-06,31197
31409,20160216T05-06,28532
31410,20160216T04-06,27555
31411,20160216T03-06,27348
31412,20160216T02-06,27558
31413,20160216T01-06,28177
31414,20160216T00-06,29754
31415,20160215T23-06,32189
31416,20160215T22-06,34550
31417,20160215T21-06,36124
31418,20160215T20-06,36991
31419,20160215T19-06,36499
31420,20160215T18-06,35431
31421,20160215T17-06,35586
31422,20160215T16-06,35649
31423,20160215T15-06,35609
31424,20160215T14-06,35473
31425,20160215T13-06,35139
31426,20160215T12-06,34983
31427,20160215T11-06,34689
31428,20160215T10-06,34151
31429,20160215T09-06,33484
31430,20160215T08-06,33076
31431,20160215T07-06,31635
31432,20160215T06-06,28593
31433,20160215T05-06,26661
31434,20160215T04-06,25991
31435,20160215T03-06,25942
31436,20160215T02-06,26320
31437,20160215T01-06,27191
31438,20160215T00-06,28752
31439,20160214T23-06,30831
31440,20160214T22-06,32601
31441,20160214T21-06,33606
31442,20160214T20-06,34316
31443,20160214T19-06,33719
31444,20160214T18-06,31964
31445,20160214T17-06,31447
31446,20160214T16-06,31340
31447,20160214T15-06,31399
31448,20160214T14-06,31561
31449,20160214T13-06,31556
31450,20160214T12-06,31508
31451,20160214T11-06,31427
31452,20160214T10-06,30885
31453,20160214T09-06,29607
31454,20160214T08-06,28238
31455,20160214T07-06,27444
31456,20160214T06-06,26554
31457,20160214T05-06,26124
31458,20160214T04-06,26083
31459,20160214T03-06,26370
31460,20160214T02-06,26945
31461,20160214T01-06,27944
31462,20160214T00-06,29397
31463,20160213T23-06,30990
31464,20160213T22-06,32293
31465,20160213T21-06,33175
31466,20160213T20-06,33711
31467,20160213T19-06,33135
31468,20160213T18-06,31762
31469,20160213T17-06,31568
31470,20160213T16-06,31573
31471,20160213T15-06,31750
31472,20160213T14-06,32073
31473,20160213T13-06,32568
31474,20160213T12-06,33156
31475,20160213T11-06,33677
31476,20160213T10-06,33845
31477,20160213T09-06,33467
31478,20160213T08-06,32175
31479,20160213T07-06,30604
31480,20160213T06-06,28811
31481,20160213T05-06,27649
31482,20160213T04-06,27241
31483,20160213T03-06,27233
31484,20160213T02-06,27567
31485,20160213T01-06,28444
31486,20160213T00-06,29947
31487,20160212T23-06,31816
31488,20160212T22-06,33460
31489,20160212T21-06,34605
31490,20160212T20-06,35443
31491,20160212T19-06,35457
31492,20160212T18-06,34899
31493,20160212T17-06,35170
31494,20160212T16-06,35119
31495,20160212T15-06,34977
31496,20160212T14-06,34722
31497,20160212T13-06,34452
31498,20160212T12-06,34587
31499,20160212T11-06,35003
31500,20160212T10-06,35345
31501,20160212T09-06,35782
31502,20160212T08-06,36520
31503,20160212T07-06,35048
31504,20160212T06-06,30733
31505,20160212T05-06,28058
31506,20160212T04-06,27041
31507,20160212T03-06,26723
31508,20160212T02-06,27026
31509,20160212T01-06,27781
31510,20160212T00-06,29399
31511,20160211T23-06,31878
31512,20160211T22-06,34179
31513,20160211T21-06,35598
31514,20160211T20-06,36250
31515,20160211T19-06,35755
31516,20160211T18-06,34628
31517,20160211T17-06,34743
31518,20160211T16-06,34642
31519,20160211T15-06,34536
31520,20160211T14-06,34425
31521,20160211T13-06,34236
31522,20160211T12-06,34401
31523,20160211T11-06,34836
31524,20160211T10-06,35491
31525,20160211T09-06,36468
31526,20160211T08-06,37845
31527,20160211T07-06,36767
31528,20160211T06-06,32329
31529,20160211T05-06,29614
31530,20160211T04-06,28553
31531,20160211T03-06,28204
31532,20160211T02-06,28349
31533,20160211T01-06,28960
31534,20160211T00-06,30292
31535,20160210T23-06,32623
31536,20160210T22-06,34882
31537,20160210T21-06,35974
31538,20160210T20-06,36208
31539,20160210T19-06,35417
31540,20160210T18-06,33827
31541,20160210T17-06,33564
31542,20160210T16-06,33590
31543,20160210T15-06,33887
31544,20160210T14-06,34332
31545,20160210T13-06,34943
31546,20160210T12-06,35933
31547,20160210T11-06,37514
31548,20160210T10-06,39248
31549,20160210T09-06,41412
31550,20160210T08-06,43816
31551,20160210T07-06,42756
31552,20160210T06-06,37811
31553,20160210T05-06,34313
31554,20160210T04-06,32651
31555,20160210T03-06,31887
31556,20160210T02-06,31532
31557,20160210T01-06,31679
31558,20160210T00-06,32718
31559,20160209T23-06,34737
31560,20160209T22-06,36774
31561,20160209T21-06,37722
31562,20160209T20-06,37828
31563,20160209T19-06,36742
31564,20160209T18-06,34440
31565,20160209T17-06,33812
31566,20160209T16-06,33829
31567,20160209T15-06,34296
31568,20160209T14-06,35164
31569,20160209T13-06,36145
31570,20160209T12-06,37559
31571,20160209T11-06,39291
31572,20160209T10-06,41177
31573,20160209T09-06,43372
31574,20160209T08-06,45848
31575,20160209T07-06,44979
31576,20160209T06-06,40184
31577,20160209T05-06,36768
31578,20160209T04-06,35193
31579,20160209T03-06,34585
31580,20160209T02-06,34362
31581,20160209T01-06,34553
31582,20160209T00-06,35548
31583,20160208T23-06,37528
31584,20160208T22-06,39640
31585,20160208T21-06,40676
31586,20160208T20-06,40786
31587,20160208T19-06,39480
31588,20160208T18-06,36408
31589,20160208T17-06,35288
31590,20160208T16-06,35216
31591,20160208T15-06,35723
31592,20160208T14-06,36513
31593,20160208T13-06,37276
31594,20160208T12-06,38259
31595,20160208T11-06,39195
31596,20160208T10-06,39949
31597,20160208T09-06,40903
31598,20160208T08-06,42169
31599,20160208T07-06,40668
31600,20160208T06-06,35932
31601,20160208T05-06,32693
31602,20160208T04-06,31217
31603,20160208T03-06,30558
31604,20160208T02-06,30406
31605,20160208T01-06,30687
31606,20160208T00-06,31816
31607,20160207T23-06,33727
31608,20160207T22-06,34208
31609,20160207T21-06,34253
31610,20160207T20-06,34083
31611,20160207T19-06,33271
31612,20160207T18-06,31697
31613,20160207T17-06,31478
31614,20160207T16-06,31460
31615,20160207T15-06,31857
31616,20160207T14-06,32651
31617,20160207T13-06,33762
31618,20160207T12-06,35111
31619,20160207T11-06,37096
31620,20160207T10-06,39313
31621,20160207T09-06,41026
31622,20160207T08-06,40967
31623,20160207T07-06,39482
31624,20160207T06-06,37694
31625,20160207T05-06,36368
31626,20160207T04-06,35595
31627,20160207T03-06,35158
31628,20160207T02-06,34990
31629,20160207T01-06,35182
31630,20160207T00-06,35819
31631,20160206T23-06,36747
31632,20160206T22-06,37356
31633,20160206T21-06,37370
31634,20160206T20-06,37063
31635,20160206T19-06,35814
31636,20160206T18-06,33250
31637,20160206T17-06,32573
31638,20160206T16-06,32842
31639,20160206T15-06,33463
31640,20160206T14-06,34537
31641,20160206T13-06,36016
31642,20160206T12-06,37604
31643,20160206T11-06,38759
31644,20160206T10-06,39276
31645,20160206T09-06,39308
31646,20160206T08-06,38521
31647,20160206T07-06,36772
31648,20160206T06-06,34766
31649,20160206T05-06,33259
31650,20160206T04-06,32463
31651,20160206T03-06,32204
31652,20160206T02-06,32386
31653,20160206T01-06,33001
31654,20160206T00-06,34371
31655,20160205T23-06,36092
31656,20160205T22-06,37549
31657,20160205T21-06,38230
31658,20160205T20-06,38381
31659,20160205T19-06,37622
31660,20160205T18-06,35129
31661,20160205T17-06,34142
31662,20160205T16-06,34106
31663,20160205T15-06,34725
31664,20160205T14-06,35672
31665,20160205T13-06,36844
31666,20160205T12-06,38512
31667,20160205T11-06,40406
31668,20160205T10-06,42579
31669,20160205T09-06,44981
31670,20160205T08-06,47363
31671,20160205T07-06,46367
31672,20160205T06-06,41480
31673,20160205T05-06,38171
31674,20160205T04-06,36626
31675,20160205T03-06,36031
31676,20160205T02-06,35777
31677,20160205T01-06,35866
31678,20160205T00-06,36717
31679,20160204T23-06,38429
31680,20160204T22-06,40122
31681,20160204T21-06,40617
31682,20160204T20-06,40054
31683,20160204T19-06,38418
31684,20160204T18-06,35201
31685,20160204T17-06,34191
31686,20160204T16-06,34226
31687,20160204T15-06,34814
31688,20160204T14-06,35797
31689,20160204T13-06,36981
31690,20160204T12-06,38602
31691,20160204T11-06,40508
31692,20160204T10-06,42675
31693,20160204T09-06,45080
31694,20160204T08-06,47382
31695,20160204T07-06,46198
31696,20160204T06-06,41200
31697,20160204T05-06,37783
31698,20160204T04-06,36197
31699,20160204T03-06,35409
31700,20160204T02-06,35103
31701,20160204T01-06,35232
31702,20160204T00-06,36105
31703,20160203T23-06,38019
31704,20160203T22-06,39965
31705,20160203T21-06,40733
31706,20160203T20-06,40442
31707,20160203T19-06,39146
31708,20160203T18-06,35922
31709,20160203T17-06,34772
31710,20160203T16-06,34609
31711,20160203T15-06,35067
31712,20160203T14-06,35946
31713,20160203T13-06,36666
31714,20160203T12-06,37868
31715,20160203T11-06,39005
31716,20160203T10-06,39917
31717,20160203T09-06,40830
31718,20160203T08-06,41863
31719,20160203T07-06,40016
31720,20160203T06-06,34882
31721,20160203T05-06,31555
31722,20160203T04-06,30041
31723,20160203T03-06,29491
31724,20160203T02-06,29336
31725,20160203T01-06,29786
31726,20160203T00-06,31086
31727,20160202T23-06,33191
31728,20160202T22-06,35303
31729,20160202T21-06,36572
31730,20160202T20-06,37015
31731,20160202T19-06,36451
31732,20160202T18-06,34491
31733,20160202T17-06,34209
31734,20160202T16-06,34136
31735,20160202T15-06,34196
31736,20160202T14-06,34293
31737,20160202T13-06,34321
31738,20160202T12-06,34549
31739,20160202T11-06,34821
31740,20160202T10-06,34810
31741,20160202T09-06,34894
31742,20160202T08-06,35560
31743,20160202T07-06,34067
31744,20160202T06-06,29844
31745,20160202T05-06,27445
31746,20160202T04-06,26670
31747,20160202T03-06,26771
31748,20160202T02-06,27234
31749,20160202T01-06,28296
31750,20160202T00-06,30303
31751,20160201T23-06,33048
31752,20160201T22-06,35647
31753,20160201T21-06,37326
31754,20160201T20-06,38096
31755,20160201T19-06,37792
31756,20160201T18-06,35961
31757,20160201T17-06,35877
31758,20160201T16-06,35918
31759,20160201T15-06,35756
31760,20160201T14-06,35661
31761,20160201T13-06,35551
31762,20160201T12-06,35505
31763,20160201T11-06,35542
31764,20160201T10-06,35524
31765,20160201T09-06,35625
31766,20160201T08-06,36223
31767,20160201T07-06,34613
31768,20160201T06-06,30248
31769,20160201T05-06,27649
31770,20160201T04-06,26575
31771,20160201T03-06,26312
31772,20160201T02-06,26518
31773,20160201T01-06,27280
31774,20160201T00-06,28857
31775,20160131T23-06,31177
31776,20160131T22-06,33397
31777,20160131T21-06,34718
31778,20160131T20-06,35503
31779,20160131T19-06,35106
31780,20160131T18-06,33410
31781,20160131T17-06,32959
31782,20160131T16-06,32679
31783,20160131T15-06,32432
31784,20160131T14-06,32123
31785,20160131T13-06,31644
31786,20160131T12-06,31179
31787,20160131T11-06,30797
31788,20160131T10-06,30234
31789,20160131T09-06,29073
31790,20160131T08-06,27903
31791,20160131T07-06,27027
31792,20160131T06-06,26110
31793,20160131T05-06,25659
31794,20160131T04-06,25668
31795,20160131T03-06,25934
31796,20160131T02-06,26488
31797,20160131T01-06,27465
31798,20160131T00-06,28937
31799,20160130T23-06,30670
31800,20160130T22-06,32079
31801,20160130T21-06,32996
31802,20160130T20-06,33619
31803,20160130T19-06,33551
31804,20160130T18-06,32044
31805,20160130T17-06,31834
31806,20160130T16-06,31773
31807,20160130T15-06,31814
31808,20160130T14-06,31980
31809,20160130T13-06,32396
31810,20160130T12-06,33021
31811,20160130T11-06,33666
31812,20160130T10-06,34167
31813,20160130T09-06,34307
31814,20160130T08-06,33456
31815,20160130T07-06,31653
31816,20160130T06-06,29682
31817,20160130T05-06,28469
31818,20160130T04-06,27917
31819,20160130T03-06,27872
31820,20160130T02-06,28165
31821,20160130T01-06,28909
31822,20160130T00-06,30321
31823,20160129T23-06,32041
31824,20160129T22-06,33405
31825,20160129T21-06,34319
31826,20160129T20-06,34975
31827,20160129T19-06,35048
31828,20160129T18-06,33574
31829,20160129T17-06,33592
31830,20160129T16-06,33759
31831,20160129T15-06,34002
31832,20160129T14-06,34436
31833,20160129T13-06,34864
31834,20160129T12-06,35708
31835,20160129T11-06,37130
31836,20160129T10-06,39022
31837,20160129T09-06,41232
31838,20160129T08-06,43260
31839,20160129T07-06,41920
31840,20160129T06-06,37274
31841,20160129T05-06,34159
31842,20160129T04-06,32767
31843,20160129T03-06,32090
31844,20160129T02-06,31851
31845,20160129T01-06,32078
31846,20160129T00-06,33034
31847,20160128T23-06,34901
31848,20160128T22-06,36682
31849,20160128T21-06,37509
31850,20160128T20-06,37476
31851,20160128T19-06,36624
31852,20160128T18-06,34199
31853,20160128T17-06,33646
31854,20160128T16-06,33815
31855,20160128T15-06,34394
31856,20160128T14-06,35360
31857,20160128T13-06,36589
31858,20160128T12-06,38326
31859,20160128T11-06,40547
31860,20160128T10-06,43028
31861,20160128T09-06,45863
31862,20160128T08-06,48599
31863,20160128T07-06,47566
31864,20160128T06-06,42715
31865,20160128T05-06,39349
31866,20160128T04-06,37792
31867,20160128T03-06,37043
31868,20160128T02-06,36771
31869,20160128T01-06,36898
31870,20160128T00-06,37729
31871,20160127T23-06,39542
31872,20160127T22-06,41369
31873,20160127T21-06,42085
31874,20160127T20-06,41731
31875,20160127T19-06,40547
31876,20160127T18-06,37339
31877,20160127T17-06,36014
31878,20160127T16-06,35821
31879,20160127T15-06,36352
31880,20160127T14-06,37368
31881,20160127T13-06,38589
31882,20160127T12-06,40298
31883,20160127T11-06,42028
31884,20160127T10-06,43754
31885,20160127T09-06,45458
31886,20160127T08-06,47025
31887,20160127T07-06,45749
31888,20160127T06-06,41007
31889,20160127T05-06,37701
31890,20160127T04-06,36217
31891,20160127T03-06,35576
31892,20160127T02-06,35403
31893,20160127T01-06,35582
31894,20160127T00-06,36770
31895,20160126T23-06,38987
31896,20160126T22-06,41564
31897,20160126T21-06,43137
31898,20160126T20-06,43715
31899,20160126T19-06,43540
31900,20160126T18-06,41567
31901,20160126T17-06,40049
31902,20160126T16-06,39035
31903,20160126T15-06,38718
31904,20160126T14-06,38737
31905,20160126T13-06,38702
31906,20160126T12-06,39017
31907,20160126T11-06,39324
31908,20160126T10-06,39264
31909,20160126T09-06,39161
31910,20160126T08-06,39543
31911,20160126T07-06,37604
31912,20160126T06-06,33007
31913,20160126T05-06,30126
31914,20160126T04-06,28977
31915,20160126T03-06,28637
31916,20160126T02-06,28808
31917,20160126T01-06,29394
31918,20160126T00-06,30676
31919,20160125T23-06,32923
31920,20160125T22-06,35193
31921,20160125T21-06,36641
31922,20160125T20-06,37249
31923,20160125T19-06,36862
31924,20160125T18-06,34699
31925,20160125T17-06,34043
31926,20160125T16-06,34025
31927,20160125T15-06,34238
31928,20160125T14-06,34576
31929,20160125T13-06,34697
31930,20160125T12-06,34836
31931,20160125T11-06,35037
31932,20160125T10-06,35280
31933,20160125T09-06,35599
31934,20160125T08-06,36629
31935,20160125T07-06,35346
31936,20160125T06-06,31253
31937,20160125T05-06,28771
31938,20160125T04-06,27902
31939,20160125T03-06,27766
31940,20160125T02-06,28149
31941,20160125T01-06,29069
31942,20160125T00-06,30689
31943,20160124T23-06,32777
31944,20160124T22-06,34933
31945,20160124T21-06,36125
31946,20160124T20-06,36661
31947,20160124T19-06,35928
31948,20160124T18-06,33092
31949,20160124T17-06,32138
31950,20160124T16-06,32203
31951,20160124T15-06,32793
31952,20160124T14-06,33700
31953,20160124T13-06,34761
31954,20160124T12-06,36204
31955,20160124T11-06,38144
31956,20160124T10-06,40010
31957,20160124T09-06,41034
31958,20160124T08-06,40632
31959,20160124T07-06,39319
31960,20160124T06-06,37785
31961,20160124T05-06,36688
31962,20160124T04-06,36158
31963,20160124T03-06,35890
31964,20160124T02-06,35951
31965,20160124T01-06,36356
31966,20160124T00-06,37206
31967,20160123T23-06,38238
31968,20160123T22-06,38981
31969,20160123T21-06,39206
31970,20160123T20-06,38956
31971,20160123T19-06,37806
31972,20160123T18-06,34763
31973,20160123T17-06,33554
31974,20160123T16-06,33676
31975,20160123T15-06,34500
31976,20160123T14-06,36093
31977,20160123T13-06,38272
31978,20160123T12-06,40655
31979,20160123T11-06,43207
31980,20160123T10-06,45337
31981,20160123T09-06,46376
31982,20160123T08-06,45837
31983,20160123T07-06,44061
31984,20160123T06-06,42016
31985,20160123T05-06,40446
31986,20160123T04-06,39642
31987,20160123T03-06,39158
31988,20160123T02-06,39051
31989,20160123T01-06,39282
31990,20160123T00-06,40117
31991,20160122T23-06,41425
31992,20160122T22-06,42406
31993,20160122T21-06,42669
31994,20160122T20-06,42441
